codepoints	group	counted	cluster_width	code_point_sum	note
1F44E+1F3FE	emoji-fully-qualified	2	2	4	thumbs down: medium-dark skin tone
1F44E+1F3FF	emoji-fully-qualified	2	2	4	thumbs down: dark skin tone
270A	emoji-fully-qualified	2	2	2	raised fist
270A+1F3FB	emoji-fully-qualified	2	2	4	raised fist: light skin tone
270A+1F3FC	emoji-fully-qualified	2	2	4	raised fist: medium-light skin tone
270A+1F3FD	emoji-fully-qualified	2	2	4	raised fist: medium skin tone
270A+1F3FE	emoji-fully-qualified	2	2	4	raised fist: medium-dark skin tone
270A+1F3FF	emoji-fully-qualified	2	2	4	raised fist: dark skin tone
1F44A	emoji-fully-qualified	2	2	2	oncoming fist
1F44A+1F3FB	emoji-fully-qualified	2	2	4	oncoming fist: light skin tone
1F44A+1F3FC	emoji-fully-qualified	2	2	4	oncoming fist: medium-light skin tone
1F44A+1F3FD	emoji-fully-qualified	2	2	4	oncoming fist: medium skin tone
1F44A+1F3FE	emoji-fully-qualified	2	2	4	oncoming fist: medium-dark skin tone
1F44A+1F3FF	emoji-fully-qualified	2	2	4	oncoming fist: dark skin tone
1F91B	emoji-fully-qualified	2	2	2	left-facing fist
1F91B+1F3FB	emoji-fully-qualified	2	2	4	left-facing fist: light skin tone
1F91B+1F3FC	emoji-fully-qualified	2	2	4	left-facing fist: medium-light skin tone
1F91B+1F3FD	emoji-fully-qualified	2	2	4	left-facing fist: medium skin tone
1F91B+1F3FE	emoji-fully-qualified	2	2	4	left-facing fist: medium-dark skin tone
1F91B+1F3FF	emoji-fully-qualified	2	2	4	left-facing fist: dark skin tone
1F91C	emoji-fully-qualified	2	2	2	right-facing fist
1F91C+1F3FB	emoji-fully-qualified	2	2	4	right-facing fist: light skin tone
1F91C+1F3FC	emoji-fully-qualified	2	2	4	right-facing fist: medium-light skin tone
1F91C+1F3FD	emoji-fully-qualified	2	2	4	right-facing fist: medium skin tone
1F91C+1F3FE	emoji-fully-qualified	2	2	4	right-facing fist: medium-dark skin tone
1F91C+1F3FF	emoji-fully-qualified	2	2	4	right-facing fist: dark skin tone
1F44F	emoji-fully-qualified	2	2	2	clapping hands
1F44F+1F3FB	emoji-fully-qualified	2	2	4	clapping hands: light skin tone
1F44F+1F3FC	emoji-fully-qualified	2	2	4	clapping hands: medium-light skin tone
1F44F+1F3FD	emoji-fully-qualified	2	2	4	clapping hands: medium skin tone
1F44F+1F3FE	emoji-fully-qualified	2	2	4	clapping hands: medium-dark skin tone
1F44F+1F3FF	emoji-fully-qualified	2	2	4	clapping hands: dark skin tone
1F64C	emoji-fully-qualified	2	2	2	raising hands
1F64C+1F3FB	emoji-fully-qualified	2	2	4	raising hands: light skin tone
1F64C+1F3FC	emoji-fully-qualified	2	2	4	raising hands: medium-light skin tone
1F64C+1F3FD	emoji-fully-qualified	2	2	4	raising hands: medium skin tone
1F64C+1F3FE	emoji-fully-qualified	2	2	4	raising hands: medium-dark skin tone
1F64C+1F3FF	emoji-fully-qualified	2	2	4	raising hands: dark skin tone
1FAF6	emoji-fully-qualified	2	2	2	heart hands
1FAF6+1F3FB	emoji-fully-qualified	2	2	4	heart hands: light skin tone
1FAF6+1F3FC	emoji-fully-qualified	2	2	4	heart hands: medium-light skin tone
1FAF6+1F3FD	emoji-fully-qualified	2	2	4	heart hands: medium skin tone
1FAF6+1F3FE	emoji-fully-qualified	2	2	4	heart hands: medium-dark skin tone
1FAF6+1F3FF	emoji-fully-qualified	2	2	4	heart hands: dark skin tone
1F450	emoji-fully-qualified	2	2	2	open hands
1F450+1F3FB	emoji-fully-qualified	2	2	4	open hands: light skin tone
1F450+1F3FC	emoji-fully-qualified	2	2	4	open hands: medium-light skin tone
1F450+1F3FD	emoji-fully-qualified	2	2	4	open hands: medium skin tone
1F450+1F3FE	emoji-fully-qualified	2	2	4	open hands: medium-dark skin tone
1F450+1F3FF	emoji-fully-qualified	2	2	4	open hands: dark skin tone
1F932	emoji-fully-qualified	2	2	2	palms up together
1F932+1F3FB	emoji-fully-qualified	2	2	4	palms up together: light skin tone
1F932+1F3FC	emoji-fully-qualified	2	2	4	palms up together: medium-light skin tone
1F932+1F3FD	emoji-fully-qualified	2	2	4	palms up together: medium skin tone
1F932+1F3FE	emoji-fully-qualified	2	2	4	palms up together: medium-dark skin tone
1F932+1F3FF	emoji-fully-qualified	2	2	4	palms up together: dark skin tone
1F91D	emoji-fully-qualified	2	2	2	handshake
1F91D+1F3FB	emoji-fully-qualified	2	2	4	handshake: light skin tone
1F91D+1F3FC	emoji-fully-qualified	2	2	4	handshake: medium-light skin tone
1F91D+1F3FD	emoji-fully-qualified	2	2	4	handshake: medium skin tone
1F91D+1F3FE	emoji-fully-qualified	2	2	4	handshake: medium-dark skin tone
1F91D+1F3FF	emoji-fully-qualified	2	2	4	handshake: dark skin tone
1FAF1+1F3FB+200D+1FAF2+1F3FC	emoji-fully-qualified	2	2	9	handshake: light skin tone, medium-light skin tone
1FAF1+1F3FB+200D+1FAF2+1F3FD	emoji-fully-qualified	2	2	9	handshake: light skin tone, medium skin tone
1FAF1+1F3FB+200D+1FAF2+1F3FE	emoji-fully-qualified	2	2	9	handshake: light skin tone, medium-dark skin tone
1FAF1+1F3FB+200D+1FAF2+1F3FF	emoji-fully-qualified	2	2	9	handshake: light skin tone, dark skin tone
1FAF1+1F3FC+200D+1FAF2+1F3FB	emoji-fully-qualified	2	2	9	handshake: medium-light skin tone, light skin tone
1FAF1+1F3FC+200D+1FAF2+1F3FD	emoji-fully-qualified	2	2	9	handshake: medium-light skin tone, medium skin tone
1FAF1+1F3FC+200D+1FAF2+1F3FE	emoji-fully-qualified	2	2	9	handshake: medium-light skin tone, medium-dark skin tone
1FAF1+1F3FC+200D+1FAF2+1F3FF	emoji-fully-qualified	2	2	9	handshake: medium-light skin tone, dark skin tone
1FAF1+1F3FD+200D+1FAF2+1F3FB	emoji-fully-qualified	2	2	9	handshake: medium skin tone, light skin tone
1FAF1+1F3FD+200D+1FAF2+1F3FC	emoji-fully-qualified	2	2	9	handshake: medium skin tone, medium-light skin tone
1FAF1+1F3FD+200D+1FAF2+1F3FE	emoji-fully-qualified	2	2	9	handshake: medium skin tone, medium-dark skin tone
1FAF1+1F3FD+200D+1FAF2+1F3FF	emoji-fully-qualified	2	2	9	handshake: medium skin tone, dark skin tone
1FAF1+1F3FE+200D+1FAF2+1F3FB	emoji-fully-qualified	2	2	9	handshake: medium-dark skin tone, light skin tone
1FAF1+1F3FE+200D+1FAF2+1F3FC	emoji-fully-qualified	2	2	9	handshake: medium-dark skin tone, medium-light skin tone
1FAF1+1F3FE+200D+1FAF2+1F3FD	emoji-fully-qualified	2	2	9	handshake: medium-dark skin tone, medium skin tone
1FAF1+1F3FE+200D+1FAF2+1F3FF	emoji-fully-qualified	2	2	9	handshake: medium-dark skin tone, dark skin tone
1FAF1+1F3FF+200D+1FAF2+1F3FB	emoji-fully-qualified	2	2	9	handshake: dark skin tone, light skin tone
1FAF1+1F3FF+200D+1FAF2+1F3FC	emoji-fully-qualified	2	2	9	handshake: dark skin tone, medium-light skin tone
1FAF1+1F3FF+200D+1FAF2+1F3FD	emoji-fully-qualified	2	2	9	handshake: dark skin tone, medium skin tone
1FAF1+1F3FF+200D+1FAF2+1F3FE	emoji-fully-qualified	2	2	9	handshake: dark skin tone, medium-dark skin tone
1F64F	emoji-fully-qualified	2	2	2	folded hands
1F64F+1F3FB	emoji-fully-qualified	2	2	4	folded hands: light skin tone
1F64F+1F3FC	emoji-fully-qualified	2	2	4	folded hands: medium-light skin tone
1F64F+1F3FD	emoji-fully-qualified	2	2	4	folded hands: medium skin tone
1F64F+1F3FE	emoji-fully-qualified	2	2	4	folded hands: medium-dark skin tone
1F64F+1F3FF	emoji-fully-qualified	2	2	4	folded hands: dark skin tone
270D+FE0F	emoji-fully-qualified	2	2	1	writing hand
270D	emoji-unqualified	2	1	1	writing hand
270D+1F3FB	emoji-fully-qualified	2	1	3	writing hand: light skin tone
270D+1F3FC	emoji-fully-qualified	2	1	3	writing hand: medium-light skin tone
270D+1F3FD	emoji-fully-qualified	2	1	3	writing hand: medium skin tone
270D+1F3FE	emoji-fully-qualified	2	1	3	writing hand: medium-dark skin tone
270D+1F3FF	emoji-fully-qualified	2	1	3	writing hand: dark skin tone
1F485	emoji-fully-qualified	2	2	2	nail polish
1F485+1F3FB	emoji-fully-qualified	2	2	4	nail polish: light skin tone
1F485+1F3FC	emoji-fully-qualified	2	2	4	nail polish: medium-light skin tone
1F485+1F3FD	emoji-fully-qualified	2	2	4	nail polish: medium skin tone
1F485+1F3FE	emoji-fully-qualified	2	2	4	nail polish: medium-dark skin tone
1F485+1F3FF	emoji-fully-qualified	2	2	4	nail polish: dark skin tone
1F933	emoji-fully-qualified	2	2	2	selfie
1F933+1F3FB	emoji-fully-qualified	2	2	4	selfie: light skin tone
1F933+1F3FC	emoji-fully-qualified	2	2	4	selfie: medium-light skin tone
1F933+1F3FD	emoji-fully-qualified	2	2	4	selfie: medium skin tone
1F933+1F3FE	emoji-fully-qualified	2	2	4	selfie: medium-dark skin tone
1F933+1F3FF	emoji-fully-qualified	2	2	4	selfie: dark skin tone
1F4AA	emoji-fully-qualified	2	2	2	flexed biceps
1F4AA+1F3FB	emoji-fully-qualified	2	2	4	flexed biceps: light skin tone
1F4AA+1F3FC	emoji-fully-qualified	2	2	4	flexed biceps: medium-light skin tone
1F4AA+1F3FD	emoji-fully-qualified	2	2	4	flexed biceps: medium skin tone
1F4AA+1F3FE	emoji-fully-qualified	2	2	4	flexed biceps: medium-dark skin tone
1F4AA+1F3FF	emoji-fully-qualified	2	2	4	flexed biceps: dark skin tone
1F9BE	emoji-fully-qualified	2	2	2	mechanical arm
1F9BF	emoji-fully-qualified	2	2	2	mechanical leg
1F9B5	emoji-fully-qualified	2	2	2	leg
1F9B5+1F3FB	emoji-fully-qualified	2	2	4	leg: light skin tone
1F9B5+1F3FC	emoji-fully-qualified	2	2	4	leg: medium-light skin tone
1F9B5+1F3FD	emoji-fully-qualified	2	2	4	leg: medium skin tone
1F9B5+1F3FE	emoji-fully-qualified	2	2	4	leg: medium-dark skin tone
1F9B5+1F3FF	emoji-fully-qualified	2	2	4	leg: dark skin tone
1F9B6	emoji-fully-qualified	2	2	2	foot
1F9B6+1F3FB	emoji-fully-qualified	2	2	4	foot: light skin tone
1F9B6+1F3FC	emoji-fully-qualified	2	2	4	foot: medium-light skin tone
1F9B6+1F3FD	emoji-fully-qualified	2	2	4	foot: medium skin tone
1F9B6+1F3FE	emoji-fully-qualified	2	2	4	foot: medium-dark skin tone
1F9B6+1F3FF	emoji-fully-qualified	2	2	4	foot: dark skin tone
1F442	emoji-fully-qualified	2	2	2	ear
1F442+1F3FB	emoji-fully-qualified	2	2	4	ear: light skin tone
1F442+1F3FC	emoji-fully-qualified	2	2	4	ear: medium-light skin tone
1F442+1F3FD	emoji-fully-qualified	2	2	4	ear: medium skin tone
1F442+1F3FE	emoji-fully-qualified	2	2	4	ear: medium-dark skin tone
1F442+1F3FF	emoji-fully-qualified	2	2	4	ear: dark skin tone
1F9BB	emoji-fully-qualified	2	2	2	ear with hearing aid
1F9BB+1F3FB	emoji-fully-qualified	2	2	4	ear with hearing aid: light skin tone
1F9BB+1F3FC	emoji-fully-qualified	2	2	4	ear with hearing aid: medium-light skin tone
1F9BB+1F3FD	emoji-fully-qualified	2	2	4	ear with hearing aid: medium skin tone
1F9BB+1F3FE	emoji-fully-qualified	2	2	4	ear with hearing aid: medium-dark skin tone
1F9BB+1F3FF	emoji-fully-qualified	2	2	4	ear with hearing aid: dark skin tone
1F443	emoji-fully-qualified	2	2	2	nose
1F443+1F3FB	emoji-fully-qualified	2	2	4	nose: light skin tone
1F443+1F3FC	emoji-fully-qualified	2	2	4	nose: medium-light skin tone
1F443+1F3FD	emoji-fully-qualified	2	2	4	nose: medium skin tone
1F443+1F3FE	emoji-fully-qualified	2	2	4	nose: medium-dark skin tone
1F443+1F3FF	emoji-fully-qualified	2	2	4	nose: dark skin tone
1F9E0	emoji-fully-qualified	2	2	2	brain
1FAC0	emoji-fully-qualified	2	2	2	anatomical heart
1FAC1	emoji-fully-qualified	2	2	2	lungs
1F9B7	emoji-fully-qualified	2	2	2	tooth
1F9B4	emoji-fully-qualified	2	2	2	bone
1F440	emoji-fully-qualified	2	2	2	eyes
1F441+FE0F	emoji-fully-qualified	2	2	1	eye
1F441	emoji-unqualified	1	1	1	eye
1F445	emoji-fully-qualified	2	2	2	tongue
1F444	emoji-fully-qualified	2	2	2	mouth
1FAE6	emoji-fully-qualified	2	2	2	biting lip
1F476	emoji-fully-qualified	2	2	2	baby
1F476+1F3FB	emoji-fully-qualified	2	2	4	baby: light skin tone
1F476+1F3FC	emoji-fully-qualified	2	2	4	baby: medium-light skin tone
1F476+1F3FD	emoji-fully-qualified	2	2	4	baby: medium skin tone
1F476+1F3FE	emoji-fully-qualified	2	2	4	baby: medium-dark skin tone
1F476+1F3FF	emoji-fully-qualified	2	2	4	baby: dark skin tone
1F9D2	emoji-fully-qualified	2	2	2	child
1F9D2+1F3FB	emoji-fully-qualified	2	2	4	child: light skin tone
1F9D2+1F3FC	emoji-fully-qualified	2	2	4	child: medium-light skin tone
1F9D2+1F3FD	emoji-fully-qualified	2	2	4	child: medium skin tone
1F9D2+1F3FE	emoji-fully-qualified	2	2	4	child: medium-dark skin tone
1F9D2+1F3FF	emoji-fully-qualified	2	2	4	child: dark skin tone
1F466	emoji-fully-qualified	2	2	2	boy
1F466+1F3FB	emoji-fully-qualified	2	2	4	boy: light skin tone
1F466+1F3FC	emoji-fully-qualified	2	2	4	boy: medium-light skin tone
1F466+1F3FD	emoji-fully-qualified	2	2	4	boy: medium skin tone
1F466+1F3FE	emoji-fully-qualified	2	2	4	boy: medium-dark skin tone
1F466+1F3FF	emoji-fully-qualified	2	2	4	boy: dark skin tone
1F467	emoji-fully-qualified	2	2	2	girl
1F467+1F3FB	emoji-fully-qualified	2	2	4	girl: light skin tone
1F467+1F3FC	emoji-fully-qualified	2	2	4	girl: medium-light skin tone
1F467+1F3FD	emoji-fully-qualified	2	2	4	girl: medium skin tone
1F467+1F3FE	emoji-fully-qualified	2	2	4	girl: medium-dark skin tone
1F467+1F3FF	emoji-fully-qualified	2	2	4	girl: dark skin tone
1F9D1	emoji-fully-qualified	2	2	2	person
1F9D1+1F3FB	emoji-fully-qualified	2	2	4	person: light skin tone
1F9D1+1F3FC	emoji-fully-qualified	2	2	4	person: medium-light skin tone
1F9D1+1F3FD	emoji-fully-qualified	2	2	4	person: medium skin tone
1F9D1+1F3FE	emoji-fully-qualified	2	2	4	person: medium-dark skin tone
1F9D1+1F3FF	emoji-fully-qualified	2	2	4	person: dark skin tone
1F471	emoji-fully-qualified	2	2	2	person: blond hair
1F471+1F3FB	emoji-fully-qualified	2	2	4	person: light skin tone, blond hair
1F471+1F3FC	emoji-fully-qualified	2	2	4	person: medium-light skin tone, blond hair
1F471+1F3FD	emoji-fully-qualified	2	2	4	person: medium skin tone, blond hair
1F471+1F3FE	emoji-fully-qualified	2	2	4	person: medium-dark skin tone, blond hair
1F471+1F3FF	emoji-fully-qualified	2	2	4	person: dark skin tone, blond hair
1F468	emoji-fully-qualified	2	2	2	man
1F468+1F3FB	emoji-fully-qualified	2	2	4	man: light skin tone
1F468+1F3FC	emoji-fully-qualified	2	2	4	man: medium-light skin tone
1F468+1F3FD	emoji-fully-qualified	2	2	4	man: medium skin tone
1F468+1F3FE	emoji-fully-qualified	2	2	4	man: medium-dark skin tone
1F468+1F3FF	emoji-fully-qualified	2	2	4	man: dark skin tone
1F9D4	emoji-fully-qualified	2	2	2	person: beard
1F9D4+1F3FB	emoji-fully-qualified	2	2	4	person: light skin tone, beard
1F9D4+1F3FC	emoji-fully-qualified	2	2	4	person: medium-light skin tone, beard
1F9D4+1F3FD	emoji-fully-qualified	2	2	4	person: medium skin tone, beard
1F9D4+1F3FE	emoji-fully-qualified	2	2	4	person: medium-dark skin tone, beard
1F9D4+1F3FF	emoji-fully-qualified	2	2	4	person: dark skin tone, beard
1F9D4+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man: beard
1F9D4+200D+2642	emoji-minimally-qualified	2	2	4	man: beard
1F9D4+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man: light skin tone, beard
1F9D4+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man: light skin tone, beard
1F9D4+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man: medium-light skin tone, beard
1F9D4+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man: medium-light skin tone, beard
1F9D4+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man: medium skin tone, beard
1F9D4+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man: medium skin tone, beard
1F9D4+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man: medium-dark skin tone, beard
1F9D4+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man: medium-dark skin tone, beard
1F9D4+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man: dark skin tone, beard
1F9D4+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man: dark skin tone, beard
1F9D4+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman: beard
1F9D4+200D+2640	emoji-minimally-qualified	2	2	4	woman: beard
1F9D4+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman: light skin tone, beard
1F9D4+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman: light skin tone, beard
1F9D4+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman: medium-light skin tone, beard
1F9D4+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman: medium-light skin tone, beard
1F9D4+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman: medium skin tone, beard
1F9D4+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman: medium skin tone, beard
1F9D4+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman: medium-dark skin tone, beard
1F9D4+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman: medium-dark skin tone, beard
1F9D4+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman: dark skin tone, beard
1F9D4+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman: dark skin tone, beard
1F468+200D+1F9B0	emoji-fully-qualified	2	2	5	man: red hair
1F468+1F3FB+200D+1F9B0	emoji-fully-qualified	2	2	7	man: light skin tone, red hair
1F468+1F3FC+200D+1F9B0	emoji-fully-qualified	2	2	7	man: medium-light skin tone, red hair
1F468+1F3FD+200D+1F9B0	emoji-fully-qualified	2	2	7	man: medium skin tone, red hair
1F468+1F3FE+200D+1F9B0	emoji-fully-qualified	2	2	7	man: medium-dark skin tone, red hair
1F468+1F3FF+200D+1F9B0	emoji-fully-qualified	2	2	7	man: dark skin tone, red hair
1F468+200D+1F9B1	emoji-fully-qualified	2	2	5	man: curly hair
1F468+1F3FB+200D+1F9B1	emoji-fully-qualified	2	2	7	man: light skin tone, curly hair
1F468+1F3FC+200D+1F9B1	emoji-fully-qualified	2	2	7	man: medium-light skin tone, curly hair
1F468+1F3FD+200D+1F9B1	emoji-fully-qualified	2	2	7	man: medium skin tone, curly hair
1F468+1F3FE+200D+1F9B1	emoji-fully-qualified	2	2	7	man: medium-dark skin tone, curly hair
1F468+1F3FF+200D+1F9B1	emoji-fully-qualified	2	2	7	man: dark skin tone, curly hair
1F468+200D+1F9B3	emoji-fully-qualified	2	2	5	man: white hair
1F468+1F3FB+200D+1F9B3	emoji-fully-qualified	2	2	7	man: light skin tone, white hair
1F468+1F3FC+200D+1F9B3	emoji-fully-qualified	2	2	7	man: medium-light skin tone, white hair
1F468+1F3FD+200D+1F9B3	emoji-fully-qualified	2	2	7	man: medium skin tone, white hair
1F468+1F3FE+200D+1F9B3	emoji-fully-qualified	2	2	7	man: medium-dark skin tone, white hair
1F468+1F3FF+200D+1F9B3	emoji-fully-qualified	2	2	7	man: dark skin tone, white hair
1F468+200D+1F9B2	emoji-fully-qualified	2	2	5	man: bald
1F468+1F3FB+200D+1F9B2	emoji-fully-qualified	2	2	7	man: light skin tone, bald
1F468+1F3FC+200D+1F9B2	emoji-fully-qualified	2	2	7	man: medium-light skin tone, bald
1F468+1F3FD+200D+1F9B2	emoji-fully-qualified	2	2	7	man: medium skin tone, bald
1F468+1F3FE+200D+1F9B2	emoji-fully-qualified	2	2	7	man: medium-dark skin tone, bald
1F468+1F3FF+200D+1F9B2	emoji-fully-qualified	2	2	7	man: dark skin tone, bald
1F469	emoji-fully-qualified	2	2	2	woman
1F469+1F3FB	emoji-fully-qualified	2	2	4	woman: light skin tone
1F469+1F3FC	emoji-fully-qualified	2	2	4	woman: medium-light skin tone
1F469+1F3FD	emoji-fully-qualified	2	2	4	woman: medium skin tone
1F469+1F3FE	emoji-fully-qualified	2	2	4	woman: medium-dark skin tone
1F469+1F3FF	emoji-fully-qualified	2	2	4	woman: dark skin tone
1F469+200D+1F9B0	emoji-fully-qualified	2	2	5	woman: red hair
1F469+1F3FB+200D+1F9B0	emoji-fully-qualified	2	2	7	woman: light skin tone, red hair
1F469+1F3FC+200D+1F9B0	emoji-fully-qualified	2	2	7	woman: medium-light skin tone, red hair
1F469+1F3FD+200D+1F9B0	emoji-fully-qualified	2	2	7	woman: medium skin tone, red hair
1F469+1F3FE+200D+1F9B0	emoji-fully-qualified	2	2	7	woman: medium-dark skin tone, red hair
1F469+1F3FF+200D+1F9B0	emoji-fully-qualified	2	2	7	woman: dark skin tone, red hair
1F9D1+200D+1F9B0	emoji-fully-qualified	2	2	5	person: red hair
1F9D1+1F3FB+200D+1F9B0	emoji-fully-qualified	2	2	7	person: light skin tone, red hair
1F9D1+1F3FC+200D+1F9B0	emoji-fully-qualified	2	2	7	person: medium-light skin tone, red hair
1F9D1+1F3FD+200D+1F9B0	emoji-fully-qualified	2	2	7	person: medium skin tone, red hair
1F9D1+1F3FE+200D+1F9B0	emoji-fully-qualified	2	2	7	person: medium-dark skin tone, red hair
1F9D1+1F3FF+200D+1F9B0	emoji-fully-qualified	2	2	7	person: dark skin tone, red hair
1F469+200D+1F9B1	emoji-fully-qualified	2	2	5	woman: curly hair
1F469+1F3FB+200D+1F9B1	emoji-fully-qualified	2	2	7	woman: light skin tone, curly hair
1F469+1F3FC+200D+1F9B1	emoji-fully-qualified	2	2	7	woman: medium-light skin tone, curly hair
1F469+1F3FD+200D+1F9B1	emoji-fully-qualified	2	2	7	woman: medium skin tone, curly hair
1F469+1F3FE+200D+1F9B1	emoji-fully-qualified	2	2	7	woman: medium-dark skin tone, curly hair
