# unicode=16.0.0 clusters=5274
codepoints	group	note
1F46A	emoji-fully-qualified	family
1F9D1+200D+1F9D1+200D+1F9D2	emoji-fully-qualified	family: adult, adult, child
1F9D1+200D+1F9D1+200D+1F9D2+200D+1F9D2	emoji-fully-qualified	family: adult, adult, child, child
1F9D1+200D+1F9D2	emoji-fully-qualified	family: adult, child
1F9D1+200D+1F9D2+200D+1F9D2	emoji-fully-qualified	family: adult, child, child
1F463	emoji-fully-qualified	footprints
1FAC6	emoji-fully-qualified	fingerprint
1F3FB	emoji-component	light skin tone
1F3FC	emoji-component	medium-light skin tone
1F3FD	emoji-component	medium skin tone
1F3FE	emoji-component	medium-dark skin tone
1F3FF	emoji-component	dark skin tone
1F9B0	emoji-component	red hair
1F9B1	emoji-component	curly hair
1F9B3	emoji-component	white hair
1F9B2	emoji-component	bald
1F435	emoji-fully-qualified	monkey face
1F412	emoji-fully-qualified	monkey
1F98D	emoji-fully-qualified	gorilla
1F9A7	emoji-fully-qualified	orangutan
1F436	emoji-fully-qualified	dog face
1F415	emoji-fully-qualified	dog
1F9AE	emoji-fully-qualified	guide dog
1F415+200D+1F9BA	emoji-fully-qualified	service dog
1F429	emoji-fully-qualified	poodle
1F43A	emoji-fully-qualified	wolf
1F98A	emoji-fully-qualified	fox
1F99D	emoji-fully-qualified	raccoon
1F431	emoji-fully-qualified	cat face
1F408	emoji-fully-qualified	cat
1F408+200D+2B1B	emoji-fully-qualified	black cat
1F981	emoji-fully-qualified	lion
1F42F	emoji-fully-qualified	tiger face
1F405	emoji-fully-qualified	tiger
1F406	emoji-fully-qualified	leopard
1F434	emoji-fully-qualified	horse face
1FACE	emoji-fully-qualified	moose
1FACF	emoji-fully-qualified	donkey
1F40E	emoji-fully-qualified	horse
1F984	emoji-fully-qualified	unicorn
1F993	emoji-fully-qualified	zebra
1F98C	emoji-fully-qualified	deer
1F9AC	emoji-fully-qualified	bison
1F42E	emoji-fully-qualified	cow face
1F402	emoji-fully-qualified	ox
1F403	emoji-fully-qualified	water buffalo
1F404	emoji-fully-qualified	cow
1F437	emoji-fully-qualified	pig face
1F416	emoji-fully-qualified	pig
1F417	emoji-fully-qualified	boar
1F43D	emoji-fully-qualified	pig nose
1F40F	emoji-fully-qualified	ram
1F411	emoji-fully-qualified	ewe
1F410	emoji-fully-qualified	goat
1F42A	emoji-fully-qualified	camel
1F42B	emoji-fully-qualified	two-hump camel
1F999	emoji-fully-qualified	llama
1F992	emoji-fully-qualified	giraffe
1F418	emoji-fully-qualified	elephant
1F9A3	emoji-fully-qualified	mammoth
1F98F	emoji-fully-qualified	rhinoceros
1F99B	emoji-fully-qualified	hippopotamus
1F42D	emoji-fully-qualified	mouse face
1F401	emoji-fully-qualified	mouse
1F400	emoji-fully-qualified	rat
1F439	emoji-fully-qualified	hamster
1F430	emoji-fully-qualified	rabbit face
1F407	emoji-fully-qualified	rabbit
1F43F+FE0F	emoji-fully-qualified	chipmunk
1F43F	emoji-unqualified	chipmunk
1F9AB	emoji-fully-qualified	beaver
1F994	emoji-fully-qualified	hedgehog
1F987	emoji-fully-qualified	bat
1F43B	emoji-fully-qualified	bear
1F43B+200D+2744	emoji-minimally-qualified	polar bear
1F428	emoji-fully-qualified	koala
1F43C	emoji-fully-qualified	panda
1F9A5	emoji-fully-qualified	sloth
1F9A6	emoji-fully-qualified	otter
1F9A8	emoji-fully-qualified	skunk
1F998	emoji-fully-qualified	kangaroo
1F9A1	emoji-fully-qualified	badger
1F43E	emoji-fully-qualified	paw prints
1F983	emoji-fully-qualified	turkey
1F414	emoji-fully-qualified	chicken
1F413	emoji-fully-qualified	rooster
1F423	emoji-fully-qualified	hatching chick
1F424	emoji-fully-qualified	baby chick
1F425	emoji-fully-qualified	front-facing baby chick
1F426	emoji-fully-qualified	bird
1F427	emoji-fully-qualified	penguin
1F54A+FE0F	emoji-fully-qualified	dove
1F54A	emoji-unqualified	dove
1F985	emoji-fully-qualified	eagle
1F986	emoji-fully-qualified	duck
1F9A2	emoji-fully-qualified	swan
1F989	emoji-fully-qualified	owl
1F9A4	emoji-fully-qualified	dodo
1FAB6	emoji-fully-qualified	feather
1F9A9	emoji-fully-qualified	flamingo
1F99A	emoji-fully-qualified	peacock
1F99C	emoji-fully-qualified	parrot
1FABD	emoji-fully-qualified	wing
1F426+200D+2B1B	emoji-fully-qualified	black bird
1FABF	emoji-fully-qualified	goose
1F426+200D+1F525	emoji-fully-qualified	phoenix
1F438	emoji-fully-qualified	frog
1F40A	emoji-fully-qualified	crocodile
1F422	emoji-fully-qualified	turtle
1F98E	emoji-fully-qualified	lizard
1F40D	emoji-fully-qualified	snake
1F432	emoji-fully-qualified	dragon face
1F409	emoji-fully-qualified	dragon
1F995	emoji-fully-qualified	sauropod
1F996	emoji-fully-qualified	T-Rex
1F433	emoji-fully-qualified	spouting whale
1F40B	emoji-fully-qualified	whale
1F42C	emoji-fully-qualified	dolphin
1F9AD	emoji-fully-qualified	seal
1F41F	emoji-fully-qualified	fish
1F420	emoji-fully-qualified	tropical fish
1F421	emoji-fully-qualified	blowfish
1F988	emoji-fully-qualified	shark
1F419	emoji-fully-qualified	octopus
1F41A	emoji-fully-qualified	spiral shell
1FAB8	emoji-fully-qualified	coral
1FABC	emoji-fully-qualified	jellyfish
1F980	emoji-fully-qualified	crab
1F99E	emoji-fully-qualified	lobster
1F990	emoji-fully-qualified	shrimp
1F991	emoji-fully-qualified	squid
1F9AA	emoji-fully-qualified	oyster
1F40C	emoji-fully-qualified	snail
1F98B	emoji-fully-qualified	butterfly
1F41B	emoji-fully-qualified	bug
1F41C	emoji-fully-qualified	ant
1F41D	emoji-fully-qualified	honeybee
1FAB2	emoji-fully-qualified	beetle
1F41E	emoji-fully-qualified	lady beetle
1F997	emoji-fully-qualified	cricket
1FAB3	emoji-fully-qualified	cockroach
1F577+FE0F	emoji-fully-qualified	spider
1F577	emoji-unqualified	spider
1F578+FE0F	emoji-fully-qualified	spider web
1F578	emoji-unqualified	spider web
1F982	emoji-fully-qualified	scorpion
1F99F	emoji-fully-qualified	mosquito
1FAB0	emoji-fully-qualified	fly
1FAB1	emoji-fully-qualified	worm
1F9A0	emoji-fully-qualified	microbe
1F490	emoji-fully-qualified	bouquet
1F338	emoji-fully-qualified	cherry blossom
1F4AE	emoji-fully-qualified	white flower
1FAB7	emoji-fully-qualified	lotus
1F3F5+FE0F	emoji-fully-qualified	rosette
1F3F5	emoji-unqualified	rosette
1F339	emoji-fully-qualified	rose
1F940	emoji-fully-qualified	wilted flower
1F33A	emoji-fully-qualified	hibiscus
1F33B	emoji-fully-qualified	sunflower
1F33C	emoji-fully-qualified	blossom
1F337	emoji-fully-qualified	tulip
1FABB	emoji-fully-qualified	hyacinth
1F331	emoji-fully-qualified	seedling
1FAB4	emoji-fully-qualified	potted plant
1F332	emoji-fully-qualified	evergreen tree
1F333	emoji-fully-qualified	deciduous tree
1F334	emoji-fully-qualified	palm tree
1F335	emoji-fully-qualified	cactus
1F33E	emoji-fully-qualified	sheaf of rice
1F33F	emoji-fully-qualified	herb
2618+FE0F	emoji-fully-qualified	shamrock
2618	emoji-unqualified	shamrock
1F340	emoji-fully-qualified	four leaf clover
1F341	emoji-fully-qualified	maple leaf
1F342	emoji-fully-qualified	fallen leaf
1F343	emoji-fully-qualified	leaf fluttering in wind
1FAB9	emoji-fully-qualified	empty nest
1FABA	emoji-fully-qualified	nest with eggs
1F344	emoji-fully-qualified	mushroom
1FABE	emoji-fully-qualified	leafless tree
1F347	emoji-fully-qualified	grapes
1F348	emoji-fully-qualified	melon
1F349	emoji-fully-qualified	watermelon
1F34A	emoji-fully-qualified	tangerine
1F34B	emoji-fully-qualified	lemon
1F34B+200D+1F7E9	emoji-fully-qualified	lime
1F34C	emoji-fully-qualified	banana
1F34D	emoji-fully-qualified	pineapple
1F96D	emoji-fully-qualified	mango
1F34E	emoji-fully-qualified	red apple
1F34F	emoji-fully-qualified	green apple
1F350	emoji-fully-qualified	pear
1F351	emoji-fully-qualified	peach
1F352	emoji-fully-qualified	cherries
1F353	emoji-fully-qualified	strawberry
1FAD0	emoji-fully-qualified	blueberries
1F95D	emoji-fully-qualified	kiwi fruit
1F345	emoji-fully-qualified	tomato
1FAD2	emoji-fully-qualified	olive
1F965	emoji-fully-qualified	coconut
1F951	emoji-fully-qualified	avocado
1F346	emoji-fully-qualified	eggplant
1F954	emoji-fully-qualified	potato
1F955	emoji-fully-qualified	carrot
1F33D	emoji-fully-qualified	ear of corn
1F336+FE0F	emoji-fully-qualified	hot pepper
1F336	emoji-unqualified	hot pepper
1FAD1	emoji-fully-qualified	bell pepper
1F952	emoji-fully-qualified	cucumber
1F96C	emoji-fully-qualified	leafy green
1F966	emoji-fully-qualified	broccoli
1F9C4	emoji-fully-qualified	garlic
1F9C5	emoji-fully-qualified	onion
1F95C	emoji-fully-qualified	peanuts
1FAD8	emoji-fully-qualified	beans
1F330	emoji-fully-qualified	chestnut
1FADA	emoji-fully-qualified	ginger root
1FADB	emoji-fully-qualified	pea pod
1F344+200D+1F7EB	emoji-fully-qualified	brown mushroom
1FADC	emoji-fully-qualified	root vegetable
1F35E	emoji-fully-qualified	bread
1F950	emoji-fully-qualified	croissant
1F956	emoji-fully-qualified	baguette bread
1FAD3	emoji-fully-qualified	flatbread
1F968	emoji-fully-qualified	pretzel
1F96F	emoji-fully-qualified	bagel
1F95E	emoji-fully-qualified	pancakes
1F9C7	emoji-fully-qualified	waffle
1F9C0	emoji-fully-qualified	cheese wedge
1F356	emoji-fully-qualified	meat on bone
1F357	emoji-fully-qualified	poultry leg
1F969	emoji-fully-qualified	cut of meat
1F953	emoji-fully-qualified	bacon
1F354	emoji-fully-qualified	hamburger
1F35F	emoji-fully-qualified	french fries
1F355	emoji-fully-qualified	pizza
1F32D	emoji-fully-qualified	hot dog
1F96A	emoji-fully-qualified	sandwich
1F32E	emoji-fully-qualified	taco
1F32F	emoji-fully-qualified	burrito
1FAD4	emoji-fully-qualified	tamale
1F959	emoji-fully-qualified	stuffed flatbread
1F9C6	emoji-fully-qualified	falafel
1F95A	emoji-fully-qualified	egg
1F373	emoji-fully-qualified	cooking
1F958	emoji-fully-qualified	shallow pan of food
1F372	emoji-fully-qualified	pot of food
1FAD5	emoji-fully-qualified	fondue
1F963	emoji-fully-qualified	bowl with spoon
1F957	emoji-fully-qualified	green salad
1F37F	emoji-fully-qualified	popcorn
1F9C8	emoji-fully-qualified	butter
1F9C2	emoji-fully-qualified	salt
1F96B	emoji-fully-qualified	canned food
1F371	emoji-fully-qualified	bento box
1F358	emoji-fully-qualified	rice cracker
1F359	emoji-fully-qualified	rice ball
1F35A	emoji-fully-qualified	cooked rice
1F35B	emoji-fully-qualified	curry rice
1F35C	emoji-fully-qualified	steaming bowl
1F35D	emoji-fully-qualified	spaghetti
1F360	emoji-fully-qualified	roasted sweet potato
1F362	emoji-fully-qualified	oden
1F363	emoji-fully-qualified	sushi
1F364	emoji-fully-qualified	fried shrimp
1F365	emoji-fully-qualified	fish cake with swirl
1F96E	emoji-fully-qualified	moon cake
1F361	emoji-fully-qualified	dango
1F95F	emoji-fully-qualified	dumpling
1F960	emoji-fully-qualified	fortune cookie
1F961	emoji-fully-qualified	takeout box
1F366	emoji-fully-qualified	soft ice cream
1F367	emoji-fully-qualified	shaved ice
1F368	emoji-fully-qualified	ice cream
1F369	emoji-fully-qualified	doughnut
1F36A	emoji-fully-qualified	cookie
1F382	emoji-fully-qualified	birthday cake
1F370	emoji-fully-qualified	shortcake
1F9C1	emoji-fully-qualified	cupcake
1F967	emoji-fully-qualified	pie
1F36B	emoji-fully-qualified	chocolate bar
1F36C	emoji-fully-qualified	candy
1F36D	emoji-fully-qualified	lollipop
1F36E	emoji-fully-qualified	custard
1F36F	emoji-fully-qualified	honey pot
1F37C	emoji-fully-qualified	baby bottle
1F95B	emoji-fully-qualified	glass of milk
2615	emoji-fully-qualified	hot beverage
1FAD6	emoji-fully-qualified	teapot
1F375	emoji-fully-qualified	teacup without handle
1F376	emoji-fully-qualified	sake
1F37E	emoji-fully-qualified	bottle with popping cork
1F377	emoji-fully-qualified	wine glass
1F378	emoji-fully-qualified	cocktail glass
1F379	emoji-fully-qualified	tropical drink
1F37A	emoji-fully-qualified	beer mug
1F37B	emoji-fully-qualified	clinking beer mugs
1F942	emoji-fully-qualified	clinking glasses
1F943	emoji-fully-qualified	tumbler glass
1FAD7	emoji-fully-qualified	pouring liquid
1F964	emoji-fully-qualified	cup with straw
1F9CB	emoji-fully-qualified	bubble tea
1F9C3	emoji-fully-qualified	beverage box
1F9C9	emoji-fully-qualified	mate
1F9CA	emoji-fully-qualified	ice
1F962	emoji-fully-qualified	chopsticks
1F37D+FE0F	emoji-fully-qualified	fork and knife with plate
1F37D	emoji-unqualified	fork and knife with plate
1F374	emoji-fully-qualified	fork and knife
1F944	emoji-fully-qualified	spoon
1F52A	emoji-fully-qualified	kitchen knife
1FAD9	emoji-fully-qualified	jar
1F3FA	emoji-fully-qualified	amphora
1F30D	emoji-fully-qualified	globe showing Europe-Africa
1F30E	emoji-fully-qualified	globe showing Americas
1F30F	emoji-fully-qualified	globe showing Asia-Australia
1F310	emoji-fully-qualified	globe with meridians
1F5FA+FE0F	emoji-fully-qualified	world map
1F5FA	emoji-unqualified	world map
1F5FE	emoji-fully-qualified	map of Japan
1F9ED	emoji-fully-qualified	compass
1F3D4+FE0F	emoji-fully-qualified	snow-capped mountain
1F3D4	emoji-unqualified	snow-capped mountain
26F0+FE0F	emoji-fully-qualified	mountain
26F0	emoji-unqualified	mountain
1F30B	emoji-fully-qualified	volcano
1F5FB	emoji-fully-qualified	mount fuji
1F3D5+FE0F	emoji-fully-qualified	camping
1F3D5	emoji-unqualified	camping
1F3D6+FE0F	emoji-fully-qualified	beach with umbrella
1F3D6	emoji-unqualified	beach with umbrella
1F3DC+FE0F	emoji-fully-qualified	desert
1F3DC	emoji-unqualified	desert
1F3DD+FE0F	emoji-fully-qualified	desert island
1F3DD	emoji-unqualified	desert island
1F3DE+FE0F	emoji-fully-qualified	national park
1F3DE	emoji-unqualified	national park
1F3DF+FE0F	emoji-fully-qualified	stadium
1F3DF	emoji-unqualified	stadium
1F3DB+FE0F	emoji-fully-qualified	classical building
1F3DB	emoji-unqualified	classical building
1F3D7+FE0F	emoji-fully-qualified	building construction
1F3D7	emoji-unqualified	building construction
1F9F1	emoji-fully-qualified	brick
1FAA8	emoji-fully-qualified	rock
1FAB5	emoji-fully-qualified	wood
1F6D6	emoji-fully-qualified	hut
1F3D8+FE0F	emoji-fully-qualified	houses
1F3D8	emoji-unqualified	houses
1F3DA+FE0F	emoji-fully-qualified	derelict house
1F3DA	emoji-unqualified	derelict house
1F3E0	emoji-fully-qualified	house
1F3E1	emoji-fully-qualified	house with garden
1F3E2	emoji-fully-qualified	office building
1F3E3	emoji-fully-qualified	Japanese post office
1F3E4	emoji-fully-qualified	post office
1F3E5	emoji-fully-qualified	hospital
1F3E6	emoji-fully-qualified	bank
1F3E8	emoji-fully-qualified	hotel
1F3E9	emoji-fully-qualified	love hotel
1F3EA	emoji-fully-qualified	convenience store
1F3EB	emoji-fully-qualified	school
1F3EC	emoji-fully-qualified	department store
1F3ED	emoji-fully-qualified	factory
1F3EF	emoji-fully-qualified	Japanese castle
1F3F0	emoji-fully-qualified	castle
1F492	emoji-fully-qualified	wedding
1F5FC	emoji-fully-qualified	Tokyo tower
1F5FD	emoji-fully-qualified	Statue of Liberty
26EA	emoji-fully-qualified	church
1F54C	emoji-fully-qualified	mosque
1F6D5	emoji-fully-qualified	hindu temple
1F54D	emoji-fully-qualified	synagogue
26E9+FE0F	emoji-fully-qualified	shinto shrine
26E9	emoji-unqualified	shinto shrine
1F54B	emoji-fully-qualified	kaaba
26F2	emoji-fully-qualified	fountain
26FA	emoji-fully-qualified	tent
1F301	emoji-fully-qualified	foggy
1F303	emoji-fully-qualified	night with stars
1F3D9+FE0F	emoji-fully-qualified	cityscape
1F3D9	emoji-unqualified	cityscape
1F304	emoji-fully-qualified	sunrise over mountains
1F305	emoji-fully-qualified	sunrise
1F306	emoji-fully-qualified	cityscape at dusk
1F307	emoji-fully-qualified	sunset
1F309	emoji-fully-qualified	bridge at night
2668+FE0F	emoji-fully-qualified	hot springs
2668	emoji-unqualified	hot springs
1F3A0	emoji-fully-qualified	carousel horse
1F6DD	emoji-fully-qualified	playground slide
1F3A1	emoji-fully-qualified	ferris wheel
1F3A2	emoji-fully-qualified	roller coaster
1F488	emoji-fully-qualified	barber pole
1F3AA	emoji-fully-qualified	circus tent
1F682	emoji-fully-qualified	locomotive
1F683	emoji-fully-qualified	railway car
1F684	emoji-fully-qualified	high-speed train
1F685	emoji-fully-qualified	bullet train
1F686	emoji-fully-qualified	train
1F687	emoji-fully-qualified	metro
1F688	emoji-fully-qualified	light rail
1F689	emoji-fully-qualified	station
1F68A	emoji-fully-qualified	tram
1F69D	emoji-fully-qualified	monorail
1F69E	emoji-fully-qualified	mountain railway
1F68B	emoji-fully-qualified	tram car
1F68C	emoji-fully-qualified	bus
1F68D	emoji-fully-qualified	oncoming bus
1F68E	emoji-fully-qualified	trolleybus
1F690	emoji-fully-qualified	minibus
1F691	emoji-fully-qualified	ambulance
1F692	emoji-fully-qualified	fire engine
1F693	emoji-fully-qualified	police car
1F694	emoji-fully-qualified	oncoming police car
1F695	emoji-fully-qualified	taxi
1F696	emoji-fully-qualified	oncoming taxi
1F697	emoji-fully-qualified	automobile
1F698	emoji-fully-qualified	oncoming automobile
1F699	emoji-fully-qualified	sport utility vehicle
1F6FB	emoji-fully-qualified	pickup truck
1F69A	emoji-fully-qualified	delivery truck
1F69B	emoji-fully-qualified	articulated lorry
1F69C	emoji-fully-qualified	tractor
1F3CE+FE0F	emoji-fully-qualified	racing car
1F3CE	emoji-unqualified	racing car
1F3CD+FE0F	emoji-fully-qualified	motorcycle
1F3CD	emoji-unqualified	motorcycle
1F6F5	emoji-fully-qualified	motor scooter
1F9BD	emoji-fully-qualified	manual wheelchair
1F9BC	emoji-fully-qualified	motorized wheelchair
1F6FA	emoji-fully-qualified	auto rickshaw
1F6B2	emoji-fully-qualified	bicycle
1F6F4	emoji-fully-qualified	kick scooter
1F6F9	emoji-fully-qualified	skateboard
1F6FC	emoji-fully-qualified	roller skate
1F68F	emoji-fully-qualified	bus stop
1F6E3+FE0F	emoji-fully-qualified	motorway
1F6E3	emoji-unqualified	motorway
1F6E4+FE0F	emoji-fully-qualified	railway track
1F6E4	emoji-unqualified	railway track
1F6E2+FE0F	emoji-fully-qualified	oil drum
1F6E2	emoji-unqualified	oil drum
26FD	emoji-fully-qualified	fuel pump
1F6DE	emoji-fully-qualified	wheel
1F6A8	emoji-fully-qualified	police car light
1F6A5	emoji-fully-qualified	horizontal traffic light
1F6A6	emoji-fully-qualified	vertical traffic light
1F6D1	emoji-fully-qualified	stop sign
1F6A7	emoji-fully-qualified	construction
2693	emoji-fully-qualified	anchor
1F6DF	emoji-fully-qualified	ring buoy
26F5	emoji-fully-qualified	sailboat
1F6F6	emoji-fully-qualified	canoe
1F6A4	emoji-fully-qualified	speedboat
1F6F3+FE0F	emoji-fully-qualified	passenger ship
1F6F3	emoji-unqualified	passenger ship
26F4+FE0F	emoji-fully-qualified	ferry
26F4	emoji-unqualified	ferry
1F6E5+FE0F	emoji-fully-qualified	motor boat
1F6E5	emoji-unqualified	motor boat
1F6A2	emoji-fully-qualified	ship
2708+FE0F	emoji-fully-qualified	airplane
2708	emoji-unqualified	airplane
1F6E9+FE0F	emoji-fully-qualified	small airplane
1F6E9	emoji-unqualified	small airplane
1F6EB	emoji-fully-qualified	airplane departure
1F6EC	emoji-fully-qualified	airplane arrival
1FA82	emoji-fully-qualified	parachute
1F4BA	emoji-fully-qualified	seat
1F681	emoji-fully-qualified	helicopter
1F69F	emoji-fully-qualified	suspension railway
1F6A0	emoji-fully-qualified	mountain cableway
1F6A1	emoji-fully-qualified	aerial tramway
1F6F0+FE0F	emoji-fully-qualified	satellite
1F6F0	emoji-unqualified	satellite
1F680	emoji-fully-qualified	rocket
1F6F8	emoji-fully-qualified	flying saucer
1F6CE+FE0F	emoji-fully-qualified	bellhop bell
1F6CE	emoji-unqualified	bellhop bell
1F9F3	emoji-fully-qualified	luggage
231B	emoji-fully-qualified	hourglass done
23F3	emoji-fully-qualified	hourglass not done
23F0	emoji-fully-qualified	alarm clock
23F1+FE0F	emoji-fully-qualified	stopwatch
23F1	emoji-unqualified	stopwatch
23F2+FE0F	emoji-fully-qualified	timer clock
23F2	emoji-unqualified	timer clock
1F570+FE0F	emoji-fully-qualified	mantelpiece clock
1F570	emoji-unqualified	mantelpiece clock
1F55B	emoji-fully-qualified	twelve o’clock
1F567	emoji-fully-qualified	twelve-thirty
1F550	emoji-fully-qualified	one o’clock
1F55C	emoji-fully-qualified	one-thirty
1F551	emoji-fully-qualified	two o’clock
1F55D	emoji-fully-qualified	two-thirty
1F552	emoji-fully-qualified	three o’clock
1F55E	emoji-fully-qualified	three-thirty
1F553	emoji-fully-qualified	four o’clock
1F55F	emoji-fully-qualified	four-thirty
1F554	emoji-fully-qualified	five o’clock
1F560	emoji-fully-qualified	five-thirty
1F555	emoji-fully-qualified	six o’clock
1F561	emoji-fully-qualified	six-thirty
1F556	emoji-fully-qualified	seven o’clock
1F562	emoji-fully-qualified	seven-thirty
1F557	emoji-fully-qualified	eight o’clock
1F563	emoji-fully-qualified	eight-thirty
1F558	emoji-fully-qualified	nine o’clock
1F564	emoji-fully-qualified	nine-thirty
1F559	emoji-fully-qualified	ten o’clock
1F565	emoji-fully-qualified	ten-thirty
1F55A	emoji-fully-qualified	eleven o’clock
1F566	emoji-fully-qualified	eleven-thirty
1F311	emoji-fully-qualified	new moon
1F312	emoji-fully-qualified	waxing crescent moon
1F313	emoji-fully-qualified	first quarter moon
1F314	emoji-fully-qualified	waxing gibbous moon
1F315	emoji-fully-qualified	full moon
1F316	emoji-fully-qualified	waning gibbous moon
1F317	emoji-fully-qualified	last quarter moon
1F318	emoji-fully-qualified	waning crescent moon
1F319	emoji-fully-qualified	crescent moon
1F31A	emoji-fully-qualified	new moon face
1F31B	emoji-fully-qualified	first quarter moon face
1F31C	emoji-fully-qualified	last quarter moon face
1F321+FE0F	emoji-fully-qualified	thermometer
1F321	emoji-unqualified	thermometer
2600+FE0F	emoji-fully-qualified	sun
2600	emoji-unqualified	sun
1F31D	emoji-fully-qualified	full moon face
1F31E	emoji-fully-qualified	sun with face
1FA90	emoji-fully-qualified	ringed planet
2B50	emoji-fully-qualified	star
1F31F	emoji-fully-qualified	glowing star
1F320	emoji-fully-qualified	shooting star
1F30C	emoji-fully-qualified	milky way
2601+FE0F	emoji-fully-qualified	cloud
2601	emoji-unqualified	cloud
26C5	emoji-fully-qualified	sun behind cloud
26C8+FE0F	emoji-fully-qualified	cloud with lightning and rain
26C8	emoji-unqualified	cloud with lightning and rain
1F324+FE0F	emoji-fully-qualified	sun behind small cloud
1F324	emoji-unqualified	sun behind small cloud
1F325+FE0F	emoji-fully-qualified	sun behind large cloud
1F325	emoji-unqualified	sun behind large cloud
1F326+FE0F	emoji-fully-qualified	sun behind rain cloud
1F326	emoji-unqualified	sun behind rain cloud
1F327+FE0F	emoji-fully-qualified	cloud with rain
1F327	emoji-unqualified	cloud with rain
1F328+FE0F	emoji-fully-qualified	cloud with snow
1F328	emoji-unqualified	cloud with snow
1F329+FE0F	emoji-fully-qualified	cloud with lightning
1F329	emoji-unqualified	cloud with lightning
1F32A+FE0F	emoji-fully-qualified	tornado
1F32A	emoji-unqualified	tornado
1F32B+FE0F	emoji-fully-qualified	fog
1F32B	emoji-unqualified	fog
1F32C+FE0F	emoji-fully-qualified	wind face
1F32C	emoji-unqualified	wind face
1F300	emoji-fully-qualified	cyclone
1F308	emoji-fully-qualified	rainbow
1F302	emoji-fully-qualified	closed umbrella
2602+FE0F	emoji-fully-qualified	umbrella
2602	emoji-unqualified	umbrella
2614	emoji-fully-qualified	umbrella with rain drops
26F1+FE0F	emoji-fully-qualified	umbrella on ground
26F1	emoji-unqualified	umbrella on ground
26A1	emoji-fully-qualified	high voltage
2744+FE0F	emoji-fully-qualified	snowflake
2744	emoji-unqualified	snowflake
2603+FE0F	emoji-fully-qualified	snowman
2603	emoji-unqualified	snowman
26C4	emoji-fully-qualified	snowman without snow
2604+FE0F	emoji-fully-qualified	comet
2604	emoji-unqualified	comet
1F525	emoji-fully-qualified	fire
1F4A7	emoji-fully-qualified	droplet
1F30A	emoji-fully-qualified	water wave
1F383	emoji-fully-qualified	jack-o-lantern
1F384	emoji-fully-qualified	Christmas tree
1F386	emoji-fully-qualified	fireworks
1F387	emoji-fully-qualified	sparkler
1F9E8	emoji-fully-qualified	firecracker
2728	emoji-fully-qualified	sparkles
1F388	emoji-fully-qualified	balloon
1F389	emoji-fully-qualified	party popper
1F38A	emoji-fully-qualified	confetti ball
1F38B	emoji-fully-qualified	tanabata tree
1F38D	emoji-fully-qualified	pine decoration
1F38E	emoji-fully-qualified	Japanese dolls
1F38F	emoji-fully-qualified	carp streamer
1F390	emoji-fully-qualified	wind chime
1F391	emoji-fully-qualified	moon viewing ceremony
1F9E7	emoji-fully-qualified	red envelope
1F380	emoji-fully-qualified	ribbon
1F381	emoji-fully-qualified	wrapped gift
1F397+FE0F	emoji-fully-qualified	reminder ribbon
1F397	emoji-unqualified	reminder ribbon
1F39F+FE0F	emoji-fully-qualified	admission tickets
1F39F	emoji-unqualified	admission tickets
1F3AB	emoji-fully-qualified	ticket
1F396+FE0F	emoji-fully-qualified	military medal
1F396	emoji-unqualified	military medal
1F3C6	emoji-fully-qualified	trophy
1F3C5	emoji-fully-qualified	sports medal
1F947	emoji-fully-qualified	1st place medal
1F948	emoji-fully-qualified	2nd place medal
1F949	emoji-fully-qualified	3rd place medal
26BD	emoji-fully-qualified	soccer ball
26BE	emoji-fully-qualified	baseball
1F94E	emoji-fully-qualified	softball
1F3C0	emoji-fully-qualified	basketball
1F3D0	emoji-fully-qualified	volleyball
1F3C8	emoji-fully-qualified	american football
1F3C9	emoji-fully-qualified	rugby football
1F3BE	emoji-fully-qualified	tennis
1F94F	emoji-fully-qualified	flying disc
1F3B3	emoji-fully-qualified	bowling
1F3CF	emoji-fully-qualified	cricket game
1F3D1	emoji-fully-qualified	field hockey
1F3D2	emoji-fully-qualified	ice hockey
1F94D	emoji-fully-qualified	lacrosse
1F3D3	emoji-fully-qualified	ping pong
1F3F8	emoji-fully-qualified	badminton
1F94A	emoji-fully-qualified	boxing glove
1F94B	emoji-fully-qualified	martial arts uniform
1F945	emoji-fully-qualified	goal net
26F3	emoji-fully-qualified	flag in hole
26F8+FE0F	emoji-fully-qualified	ice skate
26F8	emoji-unqualified	ice skate
1F3A3	emoji-fully-qualified	fishing pole
1F93F	emoji-fully-qualified	diving mask
1F3BD	emoji-fully-qualified	running shirt
1F3BF	emoji-fully-qualified	skis
1F6F7	emoji-fully-qualified	sled
1F94C	emoji-fully-qualified	curling stone
1F3AF	emoji-fully-qualified	bullseye
1FA80	emoji-fully-qualified	yo-yo
1FA81	emoji-fully-qualified	kite
1F52B	emoji-fully-qualified	water pistol
1F3B1	emoji-fully-qualified	pool 8 ball
1F52E	emoji-fully-qualified	crystal ball
1FA84	emoji-fully-qualified	magic wand
1F3AE	emoji-fully-qualified	video game
1F579+FE0F	emoji-fully-qualified	joystick
1F579	emoji-unqualified	joystick
1F3B0	emoji-fully-qualified	slot machine
1F3B2	emoji-fully-qualified	game die
1F9E9	emoji-fully-qualified	puzzle piece
1F9F8	emoji-fully-qualified	teddy bear
1FA85	emoji-fully-qualified	piñata
1FAA9	emoji-fully-qualified	mirror ball
